date,day_of_week,channel,spend,revenue,roas,impressions,clicks,conversions,new_customers,ctr,cpc,cpa,aov,source_row,record_id,expected_at_reported_roas,revenue_difference,explanation
2024-02-01,Thu,Instagram Reels,448414.89,1417215.26,3.16,3772718,179847,1546,958,4.77,2.49,290.05,916.7,3965,2024-02-01|Instagram Reels,1416991.05,224.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-01,Thu,Email,45471.89,399629.71,8.79,1054004,17543,352,179,1.66,2.59,129.18,1135.31,3966,2024-02-01|Email,399697.91,-68.20,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-01,Thu,SMS,18003.06,63325.76,3.52,204752,2901,42,19,1.42,6.21,428.64,1507.76,3967,2024-02-01|SMS,63370.77,-45.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-01,Thu,Influencer,358048.04,864686.02,2.42,5347022,196295,860,438,3.67,1.82,416.33,1005.45,3968,2024-02-01|Influencer,866476.26,-1790.24,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-01,Thu,Affiliate,402334.22,2792400.65,6.94,9322790,325939,1753,648,3.5,1.23,229.51,1592.93,3969,2024-02-01|Affiliate,2792199.49,201.16,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-01,Thu,Organic Social,171022.22,389674.13,2.28,978713,50680,227,74,5.18,3.37,753.4,1716.63,3970,2024-02-01|Organic Social,389930.66,-256.53,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Meta Ads,477696.19,579254.4,1.21,3214650,111188,432,280,3.46,4.3,1105.78,1340.87,3971,2024-02-02|Meta Ads,578012.39,1242.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Google Search,400399.73,1147946.03,2.87,9934246,505023,659,474,5.08,0.79,607.59,1741.95,3972,2024-02-02|Google Search,1149147.23,-1201.20,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Google Display,308170.88,460592.2,1.49,5364449,124255,571,405,2.32,2.48,539.7,806.64,3973,2024-02-02|Google Display,459174.61,1417.59,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,YouTube,69577.66,149118.84,2.14,2073686,117387,130,102,5.66,0.59,535.21,1147.07,3974,2024-02-02|YouTube,148896.19,222.65,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Instagram Reels,302962.57,1181856.99,3.9,2589675,73807,1151,713,2.85,4.1,263.22,1026.81,3975,2024-02-02|Instagram Reels,1181554.02,302.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Email,13510.8,82550.99,6.11,311222,9296,101,44,2.99,1.45,133.77,817.34,3976,2024-02-02|Email,82550.99,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,SMS,9788.17,40391.86,4.13,160005,2065,28,12,1.29,4.74,349.58,1442.57,3977,2024-02-02|SMS,40425.14,-33.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Influencer,309956.75,804151.79,2.59,7858179,47537,513,287,0.6,6.52,604.2,1567.55,3978,2024-02-02|Influencer,802787.98,1363.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Affiliate,253867.12,1591696.07,6.27,3109846,167993,1139,785,5.4,1.51,222.89,1397.45,3979,2024-02-02|Affiliate,1591746.84,-50.77,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-02,Fri,Organic Social,311435.22,1241256.21,3.99,1479114,83787,1012,708,5.66,3.72,307.74,1226.54,3980,2024-02-02|Organic Social,1242626.53,-1370.32,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Meta Ads,204547.65,546755.87,2.67,5025252,150312,469,356,2.99,1.36,436.14,1165.79,3981,2024-02-03|Meta Ads,546142.23,613.64,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Google Search,98112.2,216602.3,2.21,2698020,69924,129,70,2.59,1.4,760.56,1679.09,3982,2024-02-03|Google Search,216827.96,-225.66,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Google Display,357953.32,184274.37,0.51,1217754,21849,236,158,1.79,16.38,1516.75,780.82,3983,2024-02-03|Google Display,182556.19,1718.18,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,YouTube,124139.6,174515.45,1.41,736870,23840,116,46,3.24,5.21,1070.17,1504.44,3984,2024-02-03|YouTube,175036.84,-521.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Instagram Reels,196095.5,504749.82,2.57,1506572,89544,372,141,5.94,2.19,527.14,1356.85,3985,2024-02-03|Instagram Reels,503965.44,784.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Email,42745.62,371976.66,8.7,1151691,6685,187,129,0.58,6.39,228.59,1989.18,3986,2024-02-03|Email,371886.89,89.77,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,SMS,35003.8,246388.25,7.04,987272,29723,455,286,3.01,1.18,76.93,541.51,3987,2024-02-03|SMS,246426.75,-38.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Influencer,27931.7,100654.67,3.6,88306,3059,163,74,3.46,9.13,171.36,617.51,3988,2024-02-03|Influencer,100554.12,100.55,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Affiliate,20574.86,128121.71,6.23,286494,6373,98,34,2.22,3.23,209.95,1307.36,3989,2024-02-03|Affiliate,128181.38,-59.67,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-03,Sat,Organic Social,107153.44,411597.79,3.84,326602,17340,674,397,5.31,6.18,158.98,610.68,3990,2024-02-03|Organic Social,411469.21,128.58,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Meta Ads,431683.14,512839.57,1.19,3808537,106475,598,233,2.8,4.05,721.88,857.59,3991,2024-02-04|Meta Ads,513702.94,-863.37,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Google Search,403269.17,1095682.33,2.72,10769889,544300,582,320,5.05,0.74,692.9,1882.62,3992,2024-02-04|Google Search,1096892.14,-1209.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Google Display,429701.24,311963.1,0.73,11742818,476206,311,155,4.06,0.9,1381.68,1003.1,3993,2024-02-04|Google Display,313681.91,-1718.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,YouTube,215548.75,652034.97,3.03,3018827,115143,517,361,3.81,1.87,416.92,1261.19,3994,2024-02-04|YouTube,653112.71,-1077.74,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Instagram Reels,350017.8,1239763.05,3.54,5086742,294179,834,258,5.78,1.19,419.69,1486.53,3995,2024-02-04|Instagram Reels,1239063.01,700.04,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Email,61812.45,478675.61,7.74,872198,5185,445,226,0.59,11.92,138.9,1075.68,3996,2024-02-04|Email,478428.36,247.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,SMS,30936.85,251485.65,8.13,912101,52993,331,215,5.81,0.58,93.46,759.78,3997,2024-02-04|SMS,251516.59,-30.94,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Influencer,286801.63,653047.31,2.28,1104359,35153,756,370,3.18,8.16,379.37,863.82,3998,2024-02-04|Influencer,653907.72,-860.41,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Affiliate,483265.98,3338401.39,6.91,4554794,138146,3168,950,3.03,3.5,152.55,1053.79,3999,2024-02-04|Affiliate,3339367.92,-966.53,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-04,Sun,Organic Social,488894.86,3097637.83,6.34,12521184,99864,3160,1959,0.8,4.9,154.71,980.27,4000,2024-02-04|Organic Social,3099593.41,-1955.58,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Meta Ads,312470.41,446832.69,1.43,7665621,233719,755,445,3.05,1.34,413.87,591.83,4001,2024-02-05|Meta Ads,446832.69,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Google Search,28707.77,155050.67,5.4,479266,20178,78,54,4.21,1.42,368.05,1987.83,4002,2024-02-05|Google Search,155021.96,28.71,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Google Display,464447.92,929824.74,2,13620308,310975,1546,726,2.28,1.49,300.42,601.44,4003,2024-02-05|Google Display,928895.84,928.90,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,YouTube,48351.43,152645.46,3.16,1148944,18137,179,110,1.58,2.67,270.12,852.77,4004,2024-02-05|YouTube,152790.52,-145.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Instagram Reels,381017.71,792135.82,2.08,5860958,287505,1043,542,4.91,1.33,365.31,759.48,4005,2024-02-05|Instagram Reels,792516.84,-381.02,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Email,78067.22,956635.71,12.25,1947545,75912,990,425,3.9,1.03,78.86,966.3,4006,2024-02-05|Email,956323.45,312.27,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,SMS,18279.55,144975.11,7.93,84489,3905,123,75,4.62,4.68,148.61,1178.66,4007,2024-02-05|SMS,144956.83,18.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Influencer,24485.68,97771.32,3.99,662486,20029,171,58,3.02,1.22,143.19,571.76,4008,2024-02-05|Influencer,97697.86,73.46,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Affiliate,452864.93,2685036.17,5.93,13351047,154433,1570,471,1.16,2.93,288.45,1710.21,4009,2024-02-05|Affiliate,2685489.03,-452.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-05,Mon,Organic Social,20535.66,89453.33,4.36,241531,13399,96,65,5.55,1.53,213.91,931.81,4010,2024-02-05|Organic Social,89535.48,-82.15,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Meta Ads,432019.12,621459.5,1.44,4511547,44713,384,280,0.99,9.66,1125.05,1618.38,4011,2024-02-06|Meta Ads,622107.53,-648.03,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Google Search,15710.4,68293.11,4.35,233279,8959,34,12,3.84,1.75,462.07,2008.62,4012,2024-02-06|Google Search,68340.24,-47.13,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Google Display,330256.02,482008.66,1.46,3759131,212244,357,160,5.65,1.56,925.09,1350.16,4013,2024-02-06|Google Display,482173.79,-165.13,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,YouTube,55202.67,122881.14,2.23,1529559,33247,92,66,2.17,1.66,600.03,1335.66,4014,2024-02-06|YouTube,123101.95,-220.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Instagram Reels,371484.17,1092163.46,2.94,2249881,84786,574,424,3.77,4.38,647.18,1902.72,4015,2024-02-06|Instagram Reels,1092163.46,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Email,75275.48,542209.28,7.2,1154635,48766,477,195,4.22,1.54,157.81,1136.71,4016,2024-02-06|Email,541983.46,225.82,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,SMS,19523.96,103115.79,5.28,184290,3877,105,39,2.1,5.04,185.94,982.06,4017,2024-02-06|SMS,103086.51,29.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Influencer,163486.37,360487.45,2.21,4504339,28200,382,252,0.63,5.8,427.97,943.68,4018,2024-02-06|Influencer,361304.88,-817.43,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Affiliate,41837.93,268411.24,6.42,301897,6821,162,116,2.26,6.13,258.26,1656.86,4019,2024-02-06|Affiliate,268599.51,-188.27,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-06,Tue,Organic Social,25004.81,77189.85,3.09,347490,4453,46,30,1.28,5.62,543.58,1678.04,4020,2024-02-06|Organic Social,77264.86,-75.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Meta Ads,226542.79,572881.41,2.53,3983278,147776,297,112,3.71,1.53,762.77,1928.89,4021,2024-02-07|Meta Ads,573153.26,-271.85,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Google Search,184123.36,939250.08,5.1,731739,20125,649,330,2.75,9.15,283.7,1447.23,4022,2024-02-07|Google Search,939029.14,220.94,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Google Display,82294.62,102259.29,1.24,252763,7979,51,27,3.16,10.31,1613.62,2005.08,4023,2024-02-07|Google Display,102045.33,213.96,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,YouTube,241000.65,291586.69,1.21,5554970,183010,212,84,3.29,1.32,1136.8,1375.41,4024,2024-02-07|YouTube,291610.79,-24.10,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Instagram Reels,106204.44,260466.39,2.45,802726,24729,131,52,3.08,4.29,810.72,1988.29,4025,2024-02-07|Instagram Reels,260200.88,265.51,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Email,62447.55,633030.81,10.14,1050601,6470,974,769,0.62,9.65,64.11,649.93,4026,2024-02-07|Email,633218.16,-187.35,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,SMS,25876.45,207591.23,8.02,716106,9124,127,88,1.27,2.84,203.75,1634.58,4027,2024-02-07|SMS,207529.13,62.10,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Influencer,165644.02,543461.47,3.28,1091045,44343,327,156,4.06,3.74,506.56,1661.96,4028,2024-02-07|Influencer,543312.39,149.08,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Affiliate,53279.48,234621.52,4.4,1576989,10638,137,95,0.67,5.01,388.9,1712.57,4029,2024-02-07|Affiliate,234429.71,191.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-07,Wed,Organic Social,60621.21,274220.04,4.52,691583,41277,142,52,5.97,1.47,426.91,1931.13,4030,2024-02-07|Organic Social,274007.87,212.17,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Meta Ads,206744.8,870809.1,4.21,2655617,53004,877,517,2,3.9,235.74,992.94,4031,2024-02-08|Meta Ads,870395.61,413.49,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Google Search,387635.54,1913213.97,4.94,9653863,119848,1155,716,1.24,3.23,335.62,1656.46,4032,2024-02-08|Google Search,1914919.57,-1705.60,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Google Display,95714.35,63056.61,0.66,2047028,63301,36,15,3.09,1.51,2658.73,1751.57,4033,2024-02-08|Google Display,63171.47,-114.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,YouTube,102855.07,227721.12,2.21,3029879,91162,201,138,3.01,1.13,511.72,1132.94,4034,2024-02-08|YouTube,227309.70,411.42,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Instagram Reels,225308.28,542632.46,2.41,5194708,165726,967,628,3.19,1.36,233,561.15,4035,2024-02-08|Instagram Reels,542992.95,-360.49,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Email,21928.18,199879.75,9.12,277206,12076,119,70,4.36,1.82,184.27,1679.66,4036,2024-02-08|Email,199985.00,-105.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,SMS,37761.35,325850.24,8.63,681571,40694,172,82,5.97,0.93,219.54,1894.48,4037,2024-02-08|SMS,325880.45,-30.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Influencer,363139.42,725552.56,2,8520763,306563,610,433,3.6,1.18,595.31,1189.43,4038,2024-02-08|Influencer,726278.84,-726.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Affiliate,345016.74,2265517.92,6.57,2852029,46638,3055,1283,1.64,7.4,112.94,741.58,4039,2024-02-08|Affiliate,2266759.98,-1242.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-08,Thu,Organic Social,356452.88,873879.88,2.45,4014313,205295,494,153,5.11,1.74,721.56,1768.99,4040,2024-02-08|Organic Social,873309.56,570.32,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Meta Ads,27311.18,91986.79,3.37,736194,4971,136,44,0.68,5.49,200.82,676.37,4041,2024-02-09|Meta Ads,92038.68,-51.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Google Search,462648.54,2249119.61,4.86,10798414,373473,1183,816,3.46,1.24,391.08,1901.2,4042,2024-02-09|Google Search,2248471.90,647.71,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Google Display,23162.73,38628.48,1.67,358908,20763,33,25,5.79,1.12,701.9,1170.56,4043,2024-02-09|Google Display,38681.76,-53.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,YouTube,75396.5,116698.7,1.55,953512,49631,172,134,5.21,1.52,438.35,678.48,4044,2024-02-09|YouTube,116864.58,-165.88,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Instagram Reels,496019.34,2178864.15,4.39,11841124,463988,2881,1728,3.92,1.07,172.17,756.29,4045,2024-02-09|Instagram Reels,2177524.90,1339.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Email,55612.21,667396.57,12,1271134,54002,790,521,4.25,1.03,70.4,844.81,4046,2024-02-09|Email,667346.52,50.05,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,SMS,19151.32,110845.93,5.79,488460,6020,58,37,1.23,3.18,330.2,1911.14,4047,2024-02-09|SMS,110886.14,-40.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Influencer,79315.36,210947.13,2.66,1905429,84106,153,53,4.41,0.94,518.4,1378.74,4048,2024-02-09|Influencer,210978.86,-31.73,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Affiliate,85679.25,409049.88,4.77,2326758,17157,320,233,0.74,4.99,267.75,1278.28,4049,2024-02-09|Affiliate,408690.02,359.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-09,Fri,Organic Social,463205.21,2398244.97,5.18,9732199,176353,2072,1326,1.81,2.63,223.55,1157.45,4050,2024-02-09|Organic Social,2399402.99,-1158.02,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Meta Ads,180205.43,605111.81,3.36,4906994,221520,723,535,4.51,0.81,249.25,836.95,4051,2024-02-10|Meta Ads,605490.24,-378.43,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Google Search,25208.43,39456.23,1.57,88378,4944,39,23,5.59,5.1,646.37,1011.7,4052,2024-02-10|Google Search,39577.24,-121.01,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Google Display,208363.83,356468.84,1.71,1378855,71436,229,125,5.18,2.92,909.89,1556.63,4053,2024-02-10|Google Display,356302.15,166.69,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,YouTube,184227.37,303440.9,1.65,3509898,30366,156,59,0.87,6.07,1180.94,1945.13,4054,2024-02-10|YouTube,303975.16,-534.26,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Instagram Reels,355430.54,831245.4,2.34,4760975,198068,1319,501,4.16,1.79,269.47,630.21,4055,2024-02-10|Instagram Reels,831707.46,-462.06,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Email,52556.08,573912.39,10.92,784908,9293,581,180,1.18,5.66,90.46,987.8,4056,2024-02-10|Email,573912.39,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,SMS,5653.78,39718.94,7.03,138373,3984,22,12,2.88,1.42,256.99,1805.41,4057,2024-02-10|SMS,39746.07,-27.13,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Influencer,86501.65,192068.26,2.22,1777153,35274,125,45,1.98,2.45,692.01,1536.55,4058,2024-02-10|Influencer,192033.66,34.60,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Affiliate,278934.83,817334.84,2.93,4914669,110153,1103,606,2.24,2.53,252.89,741.01,4059,2024-02-10|Affiliate,817279.05,55.79,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-10,Sat,Organic Social,176917.85,463666.3,2.62,1108917,21359,565,423,1.93,8.28,313.13,820.65,4060,2024-02-10|Organic Social,463524.77,141.53,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-11,Sun,Meta Ads,246287.36,829889.89,3.37,3665666,95347,592,201,2.6,2.58,416.03,1401.84,4061,2024-02-11|Meta Ads,829988.40,-98.51,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2024-02-11,Sun,Google Search,95075.88,214605.28,2.26,1643958,88718,338,246,5.4,1.07,281.29,634.93,4062,2024-02-11|Google Search,214871.49,-266.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
